user_id,products,reviews
3621945,166,82
4367135,457,94
5301320,380,81
5709762,297,142
5745461,1935,140
6280372,437,132
6524109,1449,84
6681566,450,81
6842073,298,124
7871051,449,259
1426925,3,323
11322839,1529,168
13933393,2387,1208
717370,1121,146
4013600,3629,134
8417952,3253,244
8797211,2288,463
8814936,277,125
9451295,517,269
10504726,843,87
10600126,1153,84
11250992,1632,1651
11496725,4109,205
11597298,661,269
11841775,1110,87
11955238,383,86
13193710,921,94
14006829,637,104
1038839,800,93
1238024,483,244
1298132,3121,112
3248119,584,85
4173902,648,86
4362924,190,105
4379289,635,262
4421843,379,120
5244634,256,85
5395580,775,226
5619766,520,189
5860500,556,84
5962989,2367,149
6746313,1500,128
7381255,938,104
7576813,399,197
8537597,1114,174
8945074,206,87
9722485,245,160
3008288,1911,106
3247299,1765,116
5420496,257,82
5482068,672,144
8339681,1026,364
10956310,17623,90
11244920,1995,92
11617892,2268,171
12735639,2761,139
13836505,1776,106
14088710,1597,91
1033570,846,109
2980162,5442,117
3998119,1181,213
4055007,972,210
4472157,1351,358
4767978,2755,146
4779776,1826,101
5289684,798,346
5453797,5289,80
5632951,945,137
6490332,1412,485
6493338,262,80
6884748,2213,106
6967739,250,123
7082811,91,164
7838014,224,92
9106330,162,81
9901185,274,82
10076973,17,91
12579761,2173,190
1371772,553,151
2078933,105,95
5027276,497,90
11566582,3346,100
75224,3572,122
3326091,1540,140
6756721,344,81
8192252,1112,122
8432399,1252,92
9433152,198,85
9690106,775,97
9707080,1174,131
9882774,529,128
10039294,1822,244
10143298,1517,140
11217872,2395,1465
11311357,1055,265
11475450,3593,936
11512343,1069,84
11543173,3066,284
11587878,3189,88
11752658,357,93
11842891,4516,92
12092214,1853,86
12188152,1211,165
12620893,326,86
12977083,2780,254
13505309,1761,182
14066181,1206,112
672045,1481,106
2753950,1582,116
3317147,189,145
3580677,253,80
3785081,534,134
4183994,294,107
4410299,1484,149
4853593,3862,358
5607345,409,91
6008113,623,131
6250571,525,81
6323339,419,162
6328017,974,236
6512910,344,115
7059819,3756,125
7323468,269,108
7675378,308,168
7839927,930,106
8045714,2092,170
8925212,760,198
9039417,259,157
9251155,669,85
10870297,377,126
12506761,183,106
12647825,1518,88
12828054,410,162
13359851,240,102
13455972,235,121
10500033,510,97
827157,796,175
7430026,874,201
8478807,610,91
9123816,458,83
9306963,916,104
11154117,919,162
11475806,912,590
11709997,2201,86
11798894,1158,147
12067939,2188,247
1178284,215,126
1284241,855,160
1369714,1004,305
3638471,1340,159
4383147,1075,102
4925062,1901,93
5017964,5663,104
5135050,600,117
5211465,583,183
5230054,669,193
5310505,827,170
5824279,290,340
6058314,213,87
6151854,135,99
6253859,4178,86
6785708,1125,94
7021011,684,84
7131220,693,229
7529252,913,132
7571363,1796,86
7746578,850,126
8223092,276,108
8328517,2647,313
9861556,736,110
13637542,177,88
13694795,618,83
3438013,711,81
7908738,579,131
11074400,2716,192
11346100,716,95
11939158,395,108
12129115,633,162
12198485,3362,583
12217925,1382,111
12630794,678,142
13514845,814,309
14223043,1088,709
477820,1695,210
1374501,827,132
1449189,1819,112
3979524,277,94
5076780,1477,82
5462853,394,214
7287858,253,92
7942708,767,82
8144444,2540,250
9203224,669,188
9506492,447,129
10081371,135,116
10496005,423,173
295058,343,93
1779353,209,103
11881169,876,299
14178810,386,110
252927,1770,91
3016751,1276,110
7257691,534,104
8418998,2003,167
8419792,458,97
8445202,898,104
8737925,1937,108
9072312,775,280
11204318,1994,171
11446587,941,379
11584049,1444,152
11698023,1305,109
11869119,7285,453
11977026,11529,81
11998693,551,99
12143237,596,83
12274208,586,127
12307103,736,84
12434049,2214,158
12562449,2078,554
12812912,4357,90
1556801,1077,317
2265923,102,109
2632073,730,237
2795160,538,109
2844750,575,137
3379385,3215,225
3496364,379,169
3874764,778,187
4008825,644,121
4082655,1122,108
4098517,616,153
4145615,1793,116
4581895,4562,184
4736189,1391,94
6037065,278,83
6292397,10232,190
6858182,702,116
7195474,621,88
7562632,516,212
7808772,264,162
8262013,969,274
8715426,382,97
8739072,643,117
10119007,1763,103
10214477,287,104
3546641,131,102
3496906,1554,269
4923919,447,101
6240701,402,94
6493507,7204,352
7995486,1638,387
8907274,597,83
10184488,11036,86
10420544,948,131
10539618,562,84
10792917,3017,121
11518280,1209,85
11745043,300,169
12424125,428,88
13862316,1019,426
14198677,2313,111
556704,1038,135
764403,4847,91
2044200,2057,116
4153122,854,140
4620515,330,112
4919850,263,106
5894093,85,80
5993092,1286,88
6064179,529,80
6856169,375,102
6860337,540,216
7340541,450,166
8397090,701,226
9868916,165,101
709286,602,130
1265719,305,128
6605079,831,295
6727743,728,99
8782023,887,100
9425909,254,181
9518931,1706,99
11380534,3241,193
11506513,816,121
12699659,693,124
12800091,30,117
14113882,2992,132
14135149,533,80
14201387,3348,216
154411,650,100
556451,763,326
1868449,772,177
2522885,967,243
2843253,7348,215
3449571,4855,93
3595912,4150,207
3987738,2663,81
4118099,2171,184
4614082,512,95
5033964,6399,123
5394638,1684,155
6132555,1240,219
6700298,446,202
7048074,293,159
7129569,367,114
7731391,9312,114
8224662,455,134
9166580,143,81
12345535,652,83
13299643,1308,99
13960139,107,106
685191,262,87
6038219,871,85
4278305,649,140
8442149,854,186
8770666,1604,160
10941594,877,161
11425229,977,113
11463926,4929,333
11604580,1717,82
11628216,319,94
11854947,1993,303
11907370,2098,320
11915236,1338,85
13359485,1641,127
14088822,3961,628
8142,232,88
2071713,324,86
3259803,4613,255
3661142,1843,155
4147743,836,80
4243949,895,171
4249408,404,97
4994324,593,80
5104537,2392,114
5122779,444,183
5395863,356,95
5751942,5258,176
6335773,115,81
6369745,488,103
7351013,1113,112
9940026,710,124
12335482,583,105
12845563,202,82
13359502,266,82
6668424,911,147
8769795,1430,122
9042280,11270,94
9060262,933,148
9921462,499,113
11016712,1208,113
11209669,333,85
11424212,1451,112
11444891,2551,157
11630821,1554,183
11676852,1725,108
11704737,1532,105
11852357,688,111
11884376,988,96
11907017,1880,410
12087150,181,134
12180692,1370,108
13358608,1258,146
14030388,1089,169
2518926,772,203
2722317,985,199
3253075,1183,90
4525324,1030,286
5507937,1453,117
5517671,1561,105
5687344,746,82
5954572,969,206
6108998,428,135
6290113,1342,110
6527614,261,102
6548899,513,84
6921947,834,167
7490549,557,89
10473315,220,83
12378478,1068,80
11176071,686,182
5662287,402,103
6111896,629,787
7285092,2052,176
7590074,2840,407
7993969,300,96
9985905,2050,85
9999789,1358,80
10765120,2286,198
11397968,652,109
11513407,449,124
11632836,432,96
12048184,827,95
12051889,1054,93
12889952,616,248
13195467,361,130
987992,467,169
1393425,2410,107
2805932,110,82
4495422,299,102
4759286,384,108
5289677,387,89
5541895,1825,115
6033511,2552,320
6308638,280,81
6773254,2730,233
6795754,412,80
6935184,496,105
7899104,781,82
7940764,2211,81
8287974,460,86
8303761,1357,208
8344643,394,123
8424539,2674,102
8797409,135,92
10296455,353,86
10404421,1498,166
14053595,411,102
1385247,244,115
63674,2225,786
607468,332,92
7635642,1234,84
8060374,2953,227
8604997,950,262
8972311,609,86
9131193,5213,422
9517579,792,93
10049570,864,109
10576472,925,734
10783213,1887,168
11074262,2126,160
11089335,8231,143
11492302,558,107
11687271,338,87
11741226,405,116
11792033,823,155
12140556,6438,332
12199973,572,181
14054910,538,118
14115457,1282,167
14261282,321,184
14264505,1208,84
976568,3767,211
1366893,692,112
2950820,1465,112
4443834,1406,82
5557076,464,95
5838042,3116,336
8574678,313,167
9980230,344,92
10114891,716,88
10538206,851,120
12317267,620,155
12406859,983,97
13356310,414,221
13955836,1101,91
6916679,258,105
8462057,742,187
8640884,987,87
8686106,324,109
9659538,489,100
11083390,233,83
11415802,1387,122
11864885,1763,87
11969112,1595,163
12014151,1385,134
12074394,580,141
12538607,233,118
12658948,488,92
14037945,1964,112
803129,606,109
2909363,906,113
4551279,4268,218
5009501,1073,82
5303556,430,125
5636521,947,518
5835242,224,104
5992455,235,107
6198877,709,231
6499846,524,106
6548854,966,94
6644595,984,109
6896530,657,168
7322155,1057,106
8076050,5314,93
10782833,770,136
11023333,404,104
1411514,513,106
11901806,2995,792
14027255,2819,138
1197357,2428,110
6036016,1348,136
6240573,1158,127
6582477,2056,103
7941975,2902,133
9892616,1072,87
10577798,3054,150
11491153,806,92
11549616,3735,90
11780510,336,80
11886917,1642,259
11927301,1159,99
12281656,309,148
12620324,810,177
13365857,1391,214
13686723,561,548
13837902,306,88
14268867,1848,189
1088479,2136,143
1189214,483,124
1250463,715,126
1725376,440,120
2164276,447,88
2567588,488,83
3069709,583,115
4510451,835,127
4698458,901,399
5698135,1611,91
5992902,407,119
6030954,237,98
6452702,595,218
6724035,553,108
7001536,655,103
7242963,309,109
7562645,205,101
7743262,286,137
7837975,2517,194
8154694,735,162
10190537,1856,91
10442973,359,119
10547317,12091,193
13088359,293,98
13131501,242,80
13788806,553,118
8257359,2751,100
230538,876,179
6493661,317,112
6528047,558,166
8493518,274,113
8718312,5953,85
10459580,778,92
10746945,2695,195
10913830,956,82
11456685,1109,83
11483847,758,114
11625100,4095,150
11703588,1078,364
11721857,725,87
12542762,283,144
13735471,6110,273
13800001,474,148
13855721,3158,166
38555,560,205
382513,904,135
1010552,380,82
1999628,1320,435
4293068,520,90
4407251,510,84
4659157,501,82
4957293,264,96
4988000,373,112
5372018,2738,424
5534387,1896,93
5592263,2092,100
5786458,385,84
6055197,489,113
6479995,445,82
7296118,1105,94
8614563,272,112
10134814,592,301
10278343,1789,90
10336982,439,123
10619903,774,98
13781989,496,105
1458094,148,84
5662712,350,140
5765044,1930,141
11299381,796,97
11418477,4159,231
11620142,2535,86
11659871,970,161
11789335,458,138
11824769,2821,80
12222906,711,92
13086850,665,379
13333659,286,100
197114,663,165
1159548,257,140
2009370,682,193
2550570,980,138
3789667,1049,174
3983427,88,85
4046583,4246,94
4120952,1930,96
4614084,776,149
4872673,615,111
4962810,600,104
5139707,1828,84
5243252,549,136
5610265,1785,83
5780811,440,126
6200225,426,93
6214463,266,95
6407860,249,314
6477791,187,88
6581292,346,82
6951777,1152,203
7298662,252,110
7590749,2127,116
12429467,181,104
13099571,358,116
13119567,69,86
13411719,236,97
13536974,155,98
1390487,242,187
2460420,121,102
3785767,276,86
3990741,4280,473
5220176,220,97
6745681,2057,160
9269821,768,101
9583930,2163,116
11127269,2171,501
11157670,2963,451
11502736,641,160
11738176,580,130
12100305,718,84
736709,1294,87
1697864,551,124
1893513,452,88
1908864,900,89
3623298,1761,228
4124254,897,301
4144895,1735,105
4221474,482,83
4331266,964,140
4418136,211,108
5164055,1667,1533
5540148,247,113
6081198,1187,87
6137176,749,219
6223711,329,91
6959448,310,107
7086139,184,124
7893792,1245,90
7974811,1915,83
8616255,211,119
9059520,559,90
9184672,185,91
9533478,495,96
12516136,76,185
418482,163,95
9814686,1631,95
4810272,379,257
13704317,2120,121
6833349,773,187
9457331,842,95
11238100,609,108
11741809,6085,269
11755355,563,120
12127437,655,384
12405673,736,81
13681990,787,270
830585,1307,1221
1361136,1319,108
1599557,527,112
2039450,1002,94
3614609,8836,83
5111986,690,95
5556615,501,95
6045491,475,171
6169063,600,82
6295166,239,144
6769621,564,123
7793152,464,97
7997921,434,93
8987344,2036,97
9219326,718,111
9276216,481,153
9874344,6017,285
9923823,5712,124
10029382,1218,91
10311264,496,103
10610195,2739,1260
13098543,1699,135
1617496,6,82
1655015,28,87
6099284,1025,80
145847,1603,165
2637501,2266,81
2694780,512,116
5999976,209,83
6186703,5375,211
6496842,1038,80
6585026,1426,112
7647359,1965,179
8426187,1352,103
9052735,1302,146
10085350,973,80
10405956,4306,322
10673425,1422,261
10840675,4641,88
11623501,1715,92
12110220,895,97
12145103,397,113
12553377,996,107
12556812,570,322
12705297,1846,269
13106335,2479,116
13620711,1646,238
162440,554,148
1538830,1042,147
2363417,784,509
2973769,369,111
3427490,1945,98
4573359,426,169
4946957,1140,133
4994936,515,245
5047915,311,117
5249340,382,153
5307169,788,88
5839240,860,86
6567435,4666,420
6660676,897,186
6938406,1374,204
6969394,2419,80
7159285,1170,85
7855699,1171,101
8506688,469,116
9243477,342,88
9711251,224,113
9874150,331,189
10280659,440,87
11093405,131,82
12749859,1025,203
12869809,223,148
13834387,262,165
736622,221,82
11220503,2396,115
11762249,193,414
12056711,284,237
13434332,1277,80
1962894,2029,203
7369948,1531,523
7994045,2838,140
9189787,1094,129
9456322,5553,110
11179116,1143,512
12394216,184,80
13044659,10463,253
13963392,494,142
1354900,7085,104
2425974,1855,138
4274586,589,94
4321426,333,111
4660462,2953,277
4710773,907,188
4884686,2423,81
4969148,1145,102
5276444,1826,133
5744650,251,90
5914504,362,172
7067671,1687,984
8050145,908,203
8211659,813,206
9614452,2046,130
10747398,290,118
1204135,293,92
1427894,137,80
2644608,126,86
9206595,3075,94
13590887,497,246
14025767,3477,161
2422607,642,80
3307008,920,161
8406801,1566,97
11308715,751,106
11477163,1704,81
11556660,406,236
12034260,420,294
12059271,669,163
12067408,612,89
12179844,2734,103
12382306,471,102
12723726,1720,119
13145681,596,94
14103144,2295,130
480337,2656,389
1301790,1259,97
1842080,487,86
2081650,347,99
2506214,1595,99
2647761,881,102
4174525,2663,93
4654282,2712,172
4794233,142,126
5370298,395,198
5471602,139,85
5611042,1953,88
5681927,253,89
5874434,746,180
6055572,2436,129
7326979,320,114
7566454,1057,196
7805586,4034,119
8114709,286,101
8560697,1055,89
9476441,379,111
10413424,1410,112
9674583,3423,169
11649516,992,80
14145144,5095,253
6148962,7534,90
6439032,1009,113
8123337,858,100
9304243,2131,95
9794478,982,95
10772859,263,95
10940657,4467,316
10971363,766,227
11229493,250,82
11247095,6718,510
11425141,1954,116
11503457,969,230
11754492,2762,156
11814961,201,80
11820584,548,99
11841625,2888,387
12293034,645,85
13405456,667,104
1112050,535,88
2706537,5370,92
4353125,746,151
4441066,520,81
4552889,1464,273
4937941,256,124
5226415,6178,87
5268571,228,99
5489486,474,96
5569325,749,116
5678292,1314,203
6344270,861,200
6711341,326,82
7451034,454,82
7800026,1755,80
9880267,653,98
12704024,1263,99
12910077,380,85
13224944,378,80
14091278,137,115
5818968,931,104
786399,494,157
1372717,573,80
7249189,969,81
7794816,1406,141
8600947,2375,204
9005044,1447,317
9387251,468,89
10772607,2738,105
11031932,1346,83
11242241,384,96
11293363,896,178
11379555,594,93
11974178,1322,95
12104530,4370,188
13054284,792,136
13902473,296,119
1220674,510,82
1260349,631,213
1955734,2388,94
2638865,511,99
2902386,522,83
4462944,1424,400
4538395,316,128
4784527,606,163
4996965,512,86
5001221,3025,85
5226175,1294,301
5356902,276,93
5424467,583,109
5641285,211,80
5846893,425,87
6108700,3662,163
6574021,458,196
6993908,737,120
7579030,612,96
8371191,1383,177
8650879,601,163
10257891,162,80
10531085,656,110
12601846,259,83
12805866,211,86
523521,529,114
13647236,387,87
7429880,3077,132
8391673,416,128
9044742,2016,105
9148067,1855,88
10048188,3105,146
10981743,487,267
11151136,1105,169
11167472,780,205
11314126,1181,92
11466463,2489,116
11496496,413,151
11503340,3024,86
11527558,1082,86
11635860,144,158
11860958,4443,82
11956070,1960,107
12513029,1044,81
12923861,2839,118
13069518,1294,141
13256027,1575,658
13567225,578,147
283651,1330,163
2590994,3657,325
4423382,11517,107
4475660,6005,211
4857677,617,82
5166075,914,94
5589369,188,165
5647400,328,99
5853974,334,91
5937176,1380,96
6275223,3504,144
6661152,1863,84
6785201,178,87
7462254,372,145
8193662,299,85
8946091,612,91
9025742,700,116
9710537,667,80
12250898,417,100
13838703,815,101
14200826,721,133
3629,523,123
1618494,1739,85
11705091,2069,125
6318483,1556,182
6789085,492,103
8645053,450,117
9085296,1177,102
9183355,2448,91
10213711,413,171
10247028,2675,229
11245407,671,108
11476009,225,96
11755845,836,175
11839809,1697,139
11933045,786,116
12753789,457,100
13777318,729,85
13823805,289,80
14017566,934,144
14255805,934,94
1168635,861,189
2787688,2318,82
2930990,142,117
4378626,806,99
4648289,1510,82
4869406,348,115
5414523,1033,174
5699877,427,87
6207173,413,293
6500337,1360,120
6692123,1017,114
7309416,800,81
7436585,1017,86
7480020,1584,231
7803230,1155,101
8650688,204,91
9043448,5792,345
9335247,1993,158
10104482,958,89
12519495,423,148
14283059,594,205
3491852,265,81
11451078,523,84
12598429,9538,131
4469016,2997,195
7008281,769,91
7530390,298,96
9219684,1540,312
9412720,1116,231
9446748,925,107
11222559,1062,120
11360252,2118,153
11505051,406,89
11728924,2476,107
12101595,251,101
12130450,1497,819
54909,306,111
388017,641,84
2799814,709,80
3112012,429,90
4281465,5683,95
4363204,415,140
4965851,342,121
5086917,4283,298
5305540,406,108
6667138,899,89
6880618,2689,238
7220424,365,104
7382724,1044,120
8277942,470,149
8981211,479,116
10469851,340,132
13343948,862,295
14011108,2764,114
1288273,1932,111
9497871,1081,81
9889335,263,97
10833071,561,88
10842538,653,90
11198237,1734,191
11340944,451,81
11652841,187,157
12141691,2443,102
12159418,1423,143
12167302,598,443
12202011,1362,921
13748332,360,166
13766983,173,151
14126707,546,157
14239338,237,83
135772,3,143
377191,576,90
513521,1206,106
737763,457,107
1181353,1328,239
2855697,1948,123
4069362,205,98
4072387,1620,89
4199238,632,87
5037126,903,166
5129001,1457,195
5531875,1149,84
5737321,2637,108
5951717,1520,84
7272214,682,117
7414030,805,187
7899624,240,94
8619168,435,103
10277127,1244,85
13300158,386,105
25281,2325,113
774596,1249,100
3865578,1466,621
8587020,847,277
9242051,2801,261
9600757,1673,105
9966108,450,104
10193269,1685,205
10528964,1574,81
10700272,1128,117
11165599,521,142
11214912,547,159
11317428,3059,101
11399422,432,80
11519904,3934,96
11590306,748,183
11762146,566,83
12060654,584,112
12180358,884,127
13341841,166,94
13898470,263,347
14284627,1235,95
13426,1218,139
607910,236,93
2448633,907,82
4129840,473,88
4318036,336,80
4567769,1595,347
4788013,460,92
4856564,372,83
5758792,1422,103
6490735,1013,279
6828902,655,93
7622931,1505,101
9403135,361,108
12948546,663,86
11799589,1293,159
11849813,9454,162
6369937,483,88
6748574,4200,1319
9416193,1505,129
10824469,309,84
11276372,7604,106
11339668,990,209
11525221,1623,120
11647587,1511,159
11790189,2563,333
11806047,3514,190
12601527,1013,125
95909,326,254
2013336,3288,83
2026880,10851,101
3308898,3103,97
4061354,286,92
4260357,1605,117
4357178,453,877
4431803,2281,106
5131830,6723,99
5251137,313,104
5257358,1677,170
5478543,1030,138
6269498,2280,115
7067473,2739,81
7328633,449,86
7616838,644,81
8367917,247,149
8445576,500,100
10324617,447,110
10718748,571,184
2219025,235,87
13343657,249,118
3274203,390,188
3393182,1109,81
4985135,3429,126
5935019,1750,90
7744039,1771,162
9390023,1903,112
10277758,1286,235
10449747,373,85
10745402,574,80
10837538,223,88
11193820,1058,211
11199176,1085,272
